id,title,source,pub_date,topic,hdbscan_cluster
31f246bddea868552da11db95de58c7b,Pope Francis no longer dependent on mechanical breathing assistance as condition improves: Vatican,foxnews,2025-03-19 18:33:58,world,0
0fd0b45dad4dafba5f88f199c7ab3f24,British man convicted in $6 million gold toilet heist,foxnews,2025-03-19 17:21:51,world,-1
c06bb8bb85298b0f9a27a85821004812,Israel launches new ground operation in Gaza,foxnews,2025-03-19 16:14:01,world,0
83ad34bfdcac309277d2c9044198e8d3,Trump holds 'very good' call with Zelenskyy following deal with Putin,foxnews,2025-03-19 15:50:45,world,0
af7604e86b914472907f60b5ff3321e5,Taliban leader says 'no need' for laws from the West in Afghanistan: 'We will create our own laws',foxnews,2025-03-31 10:33:30,world,0
8f8e2008a78cab8513983a8b834b8ae9,"Faye Hall, American detained by Taliban, has been released",foxnews,2025-03-29 19:25:56,world,0
7959d497581e25d7db8b9dbb8c29c0c4,Trump's hostage envoy Boehler met with Taliban in Kabul in first in-person meeting since takeover,foxnews,2025-03-21 13:46:23,world,0
5fb7e034effa86a66d943c6ee585a538,"Taliban frees American hostage George Glezmann following negotiations with US, Qatar",foxnews,2025-03-20 14:21:53,world,0
97ffcc680e1abeb143315c37934e2145,Taliban releases detained US citizen Faye Hall,bbc,2025-03-29 19:47:57,world,0
295a7a7981bd6de3a11564aed8d1f73b,US drops bounties on key Taliban leaders,bbc,2025-03-25 15:40:06,world,0
b1e499d82cda3054cca3de2c4644bced,Reprieve for Afghan women students facing forced return after US aid cuts,bbc,2025-03-19 16:13:08,world,0
30a8d3a43e7d2db747b2d1c4e2e1fc59,American Woman Faye Hill Freed From Taliban Detention In Afghanistan: Report,dailycaller,2025-03-29 19:33:34,world,0
3e11ee9208228ee7169ab7d337c1f0d8,Here’s a closer look at Trump’s tariff plan: What to know about the new duties,foxnews,2025-04-03 20:39:12,politics,0
01bcfe5a886036c30bd01a298cc70811,Ban on taxpayer-funded sex changes for prisoners sparks Dem walkout in Georgia House vote,foxnews,2025-04-03 19:07:16,politics,0
9e244cd58bc3abd1bf97bec079ed8e54,‘Mind-boggling’: Space Force chief fires off dire warning about Chinese capability to knock out US satellites,foxnews,2025-04-03 18:57:17,politics,0
c8fff48a4fea597c237443d0ddec7cb2,Ex-Biden official running in blue state gubernatorial race must tackle key issue amid skyrocketing costs,foxnews,2025-04-03 18:51:34,politics,0
092c0706785cba2d22b7f34572a91d28,"NY lawmakers call for transit chief’s ouster, float reforms after Duffy decries subway ‘s---hole’",foxnews,2025-04-03 18:41:39,politics,0
fde8e941e6d9eb4001df6d6cb593fd38,Pentagon watchdog opens probe into Hegseth’s use of Signal to discuss Houthi attack plans,foxnews,2025-04-03 18:25:45,politics,0
03c9eecd35d9a39a6517ff31173c16e2,Father of Marine vet murdered in Mexico praises Trump admin sanctions on Sinaloa cartel: 'Palpable' momentum,foxnews,2025-04-03 18:21:04,politics,0
cc81f2238093955501006b92376a189b,Chip Roy follows Trump's lead with bill to 'beat China' on trade,foxnews,2025-04-03 17:41:13,politics,0
422acb0f7b1b2014ae1dfc86cecfcb21,Farewell to Val Kilmer — a Hollywood icon and dear friend,nypost,2025-04-02 22:10:47,politics,0
ad7e5921b89e34b90396c1b210d225ab,"President Trump, conservatives celebrate ‘absolutely massive’ Florida special elections sweep",foxnews,2025-04-03 17:10:37,politics,0
084b397e7a88c14cf93de9a6e5c1e4fa,Top House Republican backs Byron Donalds for Florida governor,foxnews,2025-04-03 16:10:50,politics,0
c8ab61c95cdf3b89b24d9909e408d464,Newsom foe picked by Trump for key prosecutor job vows to 'dismantle' sanctuary state shields,foxnews,2025-04-03 15:44:01,politics,0
6171773e8ed299a74ca2f6ab12ba3063,Trump issues ‘prognosis’ for US after tariffs in medical metaphor,foxnews,2025-04-03 14:53:49,politics,0
9727beff3bcfab9b2b2234b735a9c2b9,Kremlin official says he's meeting Trump admin in first Russian visit to US since Ukraine war,foxnews,2025-04-03 14:44:07,politics,0
04d7832b2f18e8d99557d5796895ed80,Trump gets rare Democrat support for new tariffs: 'This is a good start',foxnews,2025-04-03 14:39:11,politics,0
9a0a32b8c416def8086d6686ecc312ff,Democrat rep vows to work with Trump on key part of tariff plan: 'Hoping that I can help',foxnews,2025-04-03 14:39:11,politics,0
72b97d48c6bf80686ca8ab74b03822fe,SCOOP: Congress barrels toward showdown over Biden-era rule letting California ban gas cars,foxnews,2025-04-03 14:00:44,politics,0
4e8c0174c15989226ebe8df61f6571e8,Hawley says muzzled Meta whistleblower will testify over China dealings next week,foxnews,2025-04-03 14:00:19,politics,-1
546489030b5d7b669c329129a21db753,CHRISTOPHER RUFO: Tesla terror campaign is terrible and Trump needs to stop it,foxnews,2025-04-03 14:00:01,politics,0
b7f9d86ef4f2815799b6f1fd06a86407,Cuban-born rep to lobby Trump admin for major actions to ‘starve’ Havana regime: ‘The time is now’,foxnews,2025-04-03 13:32:58,politics,0
3cf96763bdc67b62ef044f2431d60384,Trump invites El Salvador's Bukele to White House for 'working visit',foxnews,2025-04-03 13:03:34,politics,0
82bdcbea528db6f81bae528c6e84f77d,‘Liberation Day’ tariff announcements stir up political frenzy,foxnews,2025-04-03 13:00:32,politics,0
43e79b11fcc01acabacfb12149c57cb3,Fox News ‘Antisemitism Exposed’ Newsletter: Full list of students detained over campus hate,foxnews,2025-04-03 13:00:26,politics,0
443c04b471e317c605be4fb403fb9df3,Washington Post article hyping anti-DOGE protesters in deep red state omits crucial details,foxnews,2025-04-03 12:00:21,politics,0
233d0bf0126f7f6e24414e54a404d8c9,Inside the secret fees grabbing millions a month from our MTA fares,nypost,2025-04-02 21:59:45,politics,0
a47db31b4e0a894298787e707a3b69fd,"Cory Booker’s marathon anti-Trump rant: Letters to the Editor — April 3, 2025",nypost,2025-04-02 20:41:09,politics,0
8a43ff3339689190f2ccabedd132de13,I spent 36 years in prison for a crime I didn’t do. Trump’s early pardons are the right idea,foxnews,2025-04-03 11:00:26,politics,-1
f37fe3a42fe340e182fe42712306f4e4,Trump faces Judge Boasberg over migrant deportation flights defying court order,foxnews,2025-04-03 11:00:08,politics,0
e7a002801ba4b212c49b78c5ba79af27,Former Biden cabinet member mounts California gubernatorial bid,foxnews,2025-04-03 10:00:53,politics,0
725be669668c87d7b0e82ca8b92f4530,MORNING GLORY: Trump has drawn a 'red line' for Iran,foxnews,2025-04-03 09:00:15,politics,0
6e496d4c762f6c4070da9db5594487be,"SEN BERNIE SANDERS: We have a government of billionaires, by billionaires and for billionaires",foxnews,2025-04-03 09:00:08,politics,0
bf573b41f2332ac40ef33bf57c9c74b9,Blagojevich has new job working for ‘Bosnian Bear’ politician with ties to Putin,foxnews,2025-04-03 02:08:34,politics,0
aad3e5f00263c4e0688eeb40c429f4c1,"Transportation Sec Sean Duffy slams blue state governor, says criminals 'continue to terrorize' city residents",foxnews,2025-04-03 01:34:37,politics,0
dc26fb765265f99e9f93c2d912873eb1,Ted Cruz clashes with key Democrat over 'second phase of lawfare' through federal judges' orders,foxnews,2025-04-03 01:26:12,politics,0
386899ed80e4517b516575d492079fa7,SCOOP: White House rallies House GOP on Trump tariff plan in secret call,foxnews,2025-04-03 00:09:41,politics,0
53dd89cab74caad015bfe2807e2954c7,'False': Trump admin rebukes claims intel officials are frequently using Signal to send classified info,foxnews,2025-04-02 23:44:12,politics,0
c485680b9f413229e7c22f9994b3bc62,"6 migrants dead, dozens missing after shipwreck near Italy",foxnews,2025-03-19 15:03:57,world,-1
bb9558ba5fe9c80e68fb830bc276ef38,GOP defectors help Senate advance resolution to cancel Trump tariffs despite White House veto warning,foxnews,2025-04-02 23:43:48,politics,0
82e4ce0c45ecf55401e0e2d6506246b7,EXCLUSIVE VIDEO: AOC refuses to say whether Democrats' rhetoric is responsible for Tesla attacks,foxnews,2025-04-02 22:51:42,politics,0
7b7b796720a339cded2202cffd1e9378,See the uninhabited remote island that Trump imposed tariffs on,cnn,2025-04-03 18:52:40,top,-1
66f1fa499fdb5c729ec14a111a0f735c,Helpers were flung into harm’s way as tornadoes descended,cnn,2025-04-03 18:44:42,top,-1
e39547ea5008d79f8f2e99166a728f64,"Chimamanda Ngozi Adichie: No matter who we are, we dream",cnn,2025-04-03 18:25:39,top,-1
1a3329b8ae75ced02831b8a6a166782b,"DeSantis blasts newly elected Florida GOP congressman, continuing history of attacks: 'He's a squish'",foxnews,2025-04-02 22:13:01,politics,0
c93586c8432367e155432b983d7f9ceb,Former President Obama photobombs children taking cherry blossoms pics in Washington,foxnews,2025-04-02 22:07:49,politics,-1
ee665fc0a8af3575c7d41ac0f22796b9,Supreme Court divided over state effort to defund Planned Parenthood,foxnews,2025-04-02 21:00:58,politics,0
c9d1dc933c49d7a27552e6aa2c50ee9e,Trump touts return of the 'American Dream' in historic tariff announcement,foxnews,2025-04-02 20:43:15,politics,0
ba15dcd47cf966f73e095935e9de384a,"Prisoners have no 'constitutional right' to sex changes, red-state AG tells court in brief backing Trump",foxnews,2025-04-02 19:45:15,politics,0
aff66254b9b5e68beca65fc37af01047,"Vance’s active VP role is a historical rarity, 'huge asset' to US, says top GOP ally",foxnews,2025-04-02 18:44:53,politics,0
e2db83f48c6f174bba7f57c435f3ed38,Does President Trump really need to cut down Andrew Jackson's magnolia tree? Expert weighs in,foxnews,2025-04-02 18:44:42,politics,-1
37723ecdd2a44fc155f883d85fe30410,Dozens arrested in major border state bust targeting bloodthirsty Venezuelan gang,foxnews,2025-04-02 18:33:45,politics,0
5d48985bbc601c506cd028ed88a979b2,MS-13 gangbangers with links to 11 alleged murders? Trump says ‘Get out’ — Biden said ‘Please stay’,nypost,2025-04-03 16:09:54,politics,0
630fa2c07834b6c33e09926efa4f273d,Judge was right to drop charges against Eric Adams — freeing him to do his job AND run for reelection,nypost,2025-04-02 22:52:58,politics,0
e5ac89896c4b4a8027a8535cbed585e0,"Anti-DEI fight just beginning, NIH cuts won’t kill bioscience and other commentary",nypost,2025-04-02 22:30:59,politics,-1
babb9f0d426b0212deb31a7d6400823f,Speaker Johnson’s has more room in his historically narrow House majority,cnn,2025-04-03 20:43:39,top,0
7b5c6d1453ebe9916777a98942180a3e,Why is Trump rewriting US economic history? Anyone?,cnn,2025-04-03 20:28:27,top,0
8fd13f5665fe75510ac9582e9dc2df93,"CNN10: The big stories of Friday 4/4, explained in 10 minutes",cnn,2025-04-03 20:26:37,top,-1
1fcce31f831b31e3d1a92ed1299f1989,Richard Quest explains who feels the immediate impact of Trump tariffs,cnn,2025-04-03 20:03:02,top,-1
6b193b9b1f613f7d3130203863912669,RH CEO: “Oh sh*t’ as stock plummets more than 40% on earnings call,cnn,2025-04-03 19:45:32,top,-1
d46eca4d655ec4c933608513a00486ed,"Delta removes an employee, changes its uniform policy after backlash over social media post perceived to be anti-Palestinian",cnn,2025-04-03 19:44:43,top,-1
ea3360bdd69d2c9c109044ed57096cae,"Imprisoned Egyptian-British activist’s mother marks 100 days of hunger strike, says family",cnn,2025-04-03 19:44:04,top,0
2a34294c3687892046c1b8eaad5e0e43,"Nearly 3,000 people killed after rebels seize key city in DR Congo, UN says",cnn,2025-04-03 19:43:39,top,0
edad71520da8a10565571ff067725e31,Teddi Mellencamp says her melanoma is now stage 4,cnn,2025-04-03 19:28:56,top,0
e01d4f6b6723a5a2399557588ea07894,Lights out in paradise: Island nation faces energy ‘disaster’,cnn,2025-04-03 19:00:35,top,0
9c0b9a6e799eac8aed0d09353108659b,"Iran ready for indirect talks with U.S., official says",washingtontimes,2025-03-27 18:11:27,world,0
08ceea7887ed69b52e5a37e1a36f1917,Spitballs are flying within the Democratic Party,washingtontimes,2025-03-19 19:37:34,entertainment,0
3b634043ae0256a17d4961904629426d,Tom Cruise wishes ‘Top Gun’ costar Val Kilmer well on his ‘next journey’ during CinemaCon tribute,cnn,2025-04-03 18:58:14,top,0
fe6ea36100c875e577554d72aafa9389,"Zelenskyy wants details after Trump-Putin call, lays out 'red line' for Ukraine",foxnews,2025-03-19 11:28:04,world,0
fe12516712edc4a7894be5ffd14188f4,"Iran trying to bolster its 'battered deterrence' with response to Trump threats against Houthis, expert says",foxnews,2025-03-19 10:00:52,world,0
87bc2f86850bba810169498e224996fd,Trump Uses Women's History Month To Push His Transphobic Policies,huffpost,2025-03-26 22:30:26,world,0
c4b1e21d0acd7995a2467701435f41c9,Bruce Springsteen to release 7 ‘Lost Albums’ containing over 80 never-before-heard songs,cnn,2025-04-03 18:03:33,top,-1
386468b8ddf50f6d10a876c041d4401a,Commerce Secretary: Trump is ‘not going to back off’ on tariffs,cnn,2025-04-03 17:57:15,top,-1
61fc8de9761f021643482edce1624e78,The math Trump’s admin. used to calculate tariff rates stuns economists,cnn,2025-04-03 17:53:10,top,-1
431e4e1aa126f4b3cec25c876d719e07,‘It’s a day of unity’ in Europe: German Foreign Minister reacts to Trump’s tariffs,cnn,2025-04-03 17:51:04,top,-1
c83071274a8fe240afe55c2453918f0b,Mike Pence to receive JFK Profile in Courage Award,cnn,2025-04-03 17:37:15,top,-1
1ce5e725c63c17b78aa9264520837fa0,These are the hardest-hit US trading partners under Trump’s tariffs,cnn,2025-04-03 17:24:07,top,0
55ea92c681bd5ae358f0d98b6a68327a,Democratic Sen.: Congress needs to play a role in Trump’s tariffs,cnn,2025-04-03 17:16:28,top,-1
a4eac6ddf17a70529eb7899702f13fd6,Sen. Booker: Americans encouraging me to ‘keep fighting... pushing’ after marathon speech,cnn,2025-04-03 17:15:35,top,0
f6a38ec400cd20d066f2e5fb5c55142d,Prosecutors drop charge against man who Rep. Nancy Mace claimed ‘physically accosted’ her,cnn,2025-04-03 17:09:49,top,-1
b01c5b6c7b67e3162d11ee04e3753af8,Hegseth expected to skip key meeting with allies on Ukraine support,cnn,2025-04-03 17:01:25,top,0
7dba447e4cf282377feadfc7a7d5fe90,Display of Jewish women graduates restored after US Naval Academy says it was ‘mistakenly removed’,cnn,2025-04-03 16:55:04,top,-1
14b32aada126b5ddd61b76e401fdd064,Carbon monoxide poisoning has been tied to several traveler deaths. Here’s how to stay safe on your trips,cnn,2025-04-03 16:54:59,top,-1
5dddbc9cbed90d4e93a1984d09e87b95,"Here’s what could soon cost you a lot more, thanks to Trump’s massive tariffs",cnn,2025-04-03 16:46:04,top,0
8583981b4a4e874b8520732e7c51455b,Cristóbal Tapia de Veer reveals he won’t be returning as ‘The White Lotus’ composer,cnn,2025-04-03 16:41:48,top,0
4642e747c4fa855385f7b6e4d70ace46,FIFA’s Infantino points to US hosting 2031 Women’s World Cup and UK getting 2035 edition,cnn,2025-04-03 16:37:48,top,-1
b930ec8a62b863eb3bfa1e262824bae4,Brown challenges Lutnick: Will Trump back down on tariffs?,cnn,2025-04-03 16:17:25,top,-1
f8f24226c30ee42078595849fc34c2c9,5 steps to maintain mobility as you age — without hours of stretching,cnn,2025-04-03 16:15:05,top,-1
58519aa15ee55ba6436ef1f539ad95b9,What Trump’s tariffs mean for fashion,cnn,2025-04-03 15:39:49,top,0
b965e17b3ba1c13b7c0a555068c54586,These two Nigerian gospel singers are topping the charts in sub-Saharan Africa,cnn,2025-04-03 15:22:27,top,-1
4bf6247b0e61760509f9321f31840fba,Jesuits make broad offer of reparations to women who say they were abused by ex-Jesuit artist,washingtontimes,2025-03-27 15:13:38,world,0
a51b2a05b1854e0ff6a3f31700deb8d0,South Sudan opposition says peace deal has collapsed after arrest of its leader,washingtontimes,2025-03-27 14:16:19,world,0
4804d62c11b738e470106927945e553c,Napolitano's Moscow hallucination,washingtontimes,2025-03-18 21:32:51,entertainment,0
c3873d83ea875eadaf33e2c9b50b1ea0,"Ancient DNA sheds light on origins of 7,000-year-old Saharan mummies",cnn,2025-04-03 13:17:38,top,0
913c2453fba5c7a559c16784ca8f96e8,Stocks tumble and dollar weakens as recession fears grip Wall Street,cnn,2025-04-03 12:53:45,top,0
1af2b2f63266cf62ccc0f70a46f03178,White House fires three NSC staffers after president meets with far-right activist Laura Loomer,cnn,2025-04-03 15:08:54,top,0
91f70f2c31c5a4d149116edc29e9b495,‘White Lotus’ actor who made a surprise cameo says he almost turned down role,cnn,2025-04-03 15:06:43,top,-1
e8907b7393a038a9e30bb736f04e5417,Mexico praises ‘preferential’ US tariffs treatment,cnn,2025-04-03 14:53:58,top,0
ebc48e74e7738debb10bc9357f09b5e4,Early look at hurricane season suggests another busy year,cnn,2025-04-03 14:32:57,top,-1
04c82d703b78af4aa827c697c2163b81,Mark Ronson recovering from stage injury,cnn,2025-04-03 14:32:31,top,-1
e0b6569d878dc80d119f170d6d112315,Paul Walter Hauser risks it all in ‘The Luckiest Man in America’,cnn,2025-04-03 14:30:37,top,-1
52d90a7285c6c03de2d44b4daad50a3d,Slovakia approves cull of 350 bears after latest fatal attack,cnn,2025-04-03 14:27:57,top,-1
0a6e9236e5dd63b04762bf860b908f91,"Hollywood Minute: Jennifer Nettles finds music, mayhem with Kevin Bacon in ‘The Bondsman’",cnn,2025-04-03 14:00:38,top,-1
2684844b8f5d8e8c7a9a826b413de3a9,Cher remembers ‘brilliant’ and ‘brave’ Val Kilmer,cnn,2025-04-03 13:37:06,top,0
fc7f8183f9d2e226244647c3b338bf9f,NYC Mayor Eric Adams says he will run for reelection as an independent,cnn,2025-04-03 13:31:21,top,-1
973553883f48cc549eb3636d143b9a8c,"To prove you’re human, a startup wants to scan your face with this",cnn,2025-04-03 13:29:09,top,-1
9dd67a35f5058cc3f4ae8ee3d5d98c20,"‘Hacks’ stars and creators feel they’re a family ‘forged in fire’ after Covid, Hollywood strikes and LA fires",cnn,2025-04-03 13:23:12,top,0
34c2f226dd93d6b5e84afa9e62f9ad6a,Prices are rising. See how much the cost of basic grocery items has changed,cnn,2025-04-03 13:21:39,top,-1
98b4b0c9988b6fc8dee6e09af88d35ec,Nuclear-powered rocket concept could cut journey time to Mars in half,cnn,2025-04-03 08:11:20,top,-1
02acd7ad8ed27cc9ba7317cb7996c568,Trump’s hefty tariffs send Asian stock markets falling,cnn,2025-04-03 07:36:53,top,0
62e5259ac37adfc62ca2b9e43af07c0b,"Destructive tornadoes rake across central US, once-in-a-lifetime flooding possible today",cnn,2025-04-03 07:11:27,top,0
de217e5294a9fb60d3349d4fbca351f2,Zelle is shutting down its app. Here’s how you can still use the payment service,cnn,2025-04-03 13:19:37,top,-1
49f553d796e082bd771f6eef554238a0,David Schwimmer talks fame and why he couldn’t stand the ‘Friends’ theme tune,cnn,2025-04-03 13:00:25,top,0
a1791c9e2694a9ebf1732bade3c7b90d,Watch: Dramatic aftermath of tornado that hit central US,cnn,2025-04-03 12:51:17,top,-1
28fcd674d0d9ccd6a348090572f35b71,Netanyahu says Israel is now dividing up Gaza. What does that mean on the ground?,cnn,2025-04-03 12:37:13,top,0
64618424e76fb8fd2bf5c7398153585b,Why RFK Jr. wants to return whole milk to schools,cnn,2025-04-03 12:14:29,top,-1
9853e19b3e871a903aa65298b748d70a,This is the dubious way Trump appears to have calculated his ‘reciprocal’ tariffs,cnn,2025-04-03 12:13:58,top,0
4487374374fe470e5d0922170e68ddc1,"Carbon monoxide poisoning was cause of Miller Gardner’s death, toxicology report confirms",cnn,2025-04-03 12:03:14,top,-1
17b21570e2ad13c841544ecff5db135f,Subway is adding footlong nachos to its menu,cnn,2025-04-03 12:00:35,top,-1
8b2e29092b750b5d0b3de003e16ba11a,John Bolton Says Trump's Greenland Talk Is No Different Than These World Leaders' Language,huffpost,2025-03-29 02:03:47,world,0
5645234dac434e8768e4f333fb876758,Drone video shows trail of destruction after tornados rip across central US,cnn,2025-04-03 11:43:12,top,0
1a0ccf9daf9b97c7205382367ed7d399,DOGE drove layoff announcements to their third-highest-ever level in March,cnn,2025-04-03 11:30:35,top,-1
7fd17e75be7518caacf50e900715fa50,Is it a bird? Is it a boat? This vessel ‘flies’ above the water,cnn,2025-04-03 11:20:26,top,-1
8138daecb18aa8f8bc970c67367a04fe,"5 things to know for April 3: Extreme weather, Auto tariffs, Myanmar earthquake, FAA, Whooping cough",cnn,2025-04-03 10:40:26,top,0
2ee22d847ec1aa68a1d002f4c6984bb0,"Every car is about to get more expensive. ‘It’s just math,’ former Ford CEO says",cnn,2025-04-03 10:30:35,top,0
2fa48899fd3b196b5a6276134d010abb,Countries issue advisories about trans people traveling to the United States,cnn,2025-04-03 10:14:19,top,0
dfe7116a6562f0b2bcca471f4754fb0e,DHS said in 2016 it was not moving to deport a convicted Army vet. He’s spent most of Trump’s new term in ICE custody,cnn,2025-04-03 10:00:38,top,0
8af61dff9aec0bda64e24e3a5ec4296d,No two people see the same exact rainbow. Here’s why,cnn,2025-04-03 10:00:37,top,-1
66d411575b4e64fac7b5139b0dc76d21,"In Kansas City, DOGE federal worker layoffs hit close to home",cnn,2025-04-03 10:00:35,top,0
b659d9b27d5681f416d69092114472a3,CNN Meteorologist Rings Alarm After Trump Targets Weather Agency: 'There Will Be Chaos',huffpost,2025-03-18 17:16:17,world,0
ca3fdc1914fbf70b812705f2cb46dbe5,Netanyahu Drops Nominee for Spy Chief After Backlash,nytimes,2025-04-01 13:14:35,world,0
0f620ace16f9a083f3bccc54beefc11a,Philadelphia 76ers star Joel Embiid to undergo arthroscopic knee surgery,cnn,2025-04-03 09:57:43,top,-1
66f6bc4cca5ddfdf5120d76de525e276,Carbon monoxide poisoning was the cause of death for former Yankees star Brett Gardner’s teenage son,cnn,2025-04-03 09:50:07,top,-1
99e8d506c7c000b433fd987f8c749615,Africa’s first ‘AI factory’ could be a breakthrough for the continent,cnn,2025-04-03 09:37:54,top,0
1d796b0efd369637a212535507c5070a,Attorneys for Tufts University student accuse government of ‘secretive’ effort to move her across state lines,cnn,2025-04-03 00:41:14,top,0
3ab4e3d6463c20ec6376131159d10440,'This Looks Pretty Bad': Brit Hume Nails Trump Administration For Scandal 'Mess',huffpost,2025-03-27 03:57:48,world,0
6c4af4ec5fc9df15362e49e6e9f2c2d5,Zambia removes US-based players from women’s squad due to ‘additional travel measures’ under Trump administration,cnn,2025-04-03 09:29:23,top,-1
91ca5f884a690f32fd7c638ac8fe031b,"Senators demand information from AI companion apps following kids’ safety concerns, lawsuits",cnn,2025-04-03 09:00:36,top,0
696d5c7b5f4e5a3807b147ac669529ec,Everything is blowing up in Elon Musk’s face,cnn,2025-04-03 09:00:36,top,0
78f21d0e49e47f0e2b8460f6c54aae9e,High-stakes hearing set for Trump administration to argue that it didn’t violate a judge’s order with deportation flights,cnn,2025-04-03 09:00:35,top,0
c47ad00dcccc116969df2074a904939a,"Miracle rescues offer hope, days after deadly Myanmar earthquake",cnn,2025-04-03 08:59:58,top,0
a714376db541d09d509c870e60a6dab8,Max Verstappen says it ‘was not a mistake’ that he liked Instagram post criticizing Liam Lawson-Yuki Tsunoda swap,cnn,2025-04-03 08:58:12,top,-1
b61ec271f712fe22afec8982f0e527d3,Look of the Week: FKA Twigs brings dystopian chic to Paris,cnn,2025-04-03 08:55:31,top,-1
